material,price,title
"Main: 73% Acrylic, 24% Polyamide, 3% Elastane.",£42.00,Threadbare Leah high neck oversized jumper in oatmeal
"Main: 46% Acrylic, 20% Polyester, 18% Nylon, 15% Wool, 1% Elastane.",£18.00,Topshop knitted fluffy sleeveless cardigan in black
Main: 100% Acrylic.,£18.00,Threadbare Chloe turtle neck jumper in purple
Body: 100% Acrylic.,£18.00,COLLUSION cable knit oversized collar zip through jumper in grey marl
Main: 100% Polyester.,£18.00,ASOS DESIGN oversized jumper in fairisle pattern in cream
"Main: 74% Acrylic, 24% Polyester, 2% Elastane.",£42.00,Only v neck jumper in brown marl
"Main: 90% Polyester, 8% Wool, 2% Elastane.",£18.00,Monki knitted turtleneck sweater in dark green
"Main: 86% Polyester, 14% Acrylic.",£18.00,Topshop knitted chunky rib oversized funnel jumper in ivory
"Main: 60% Polyester, 30% Acrylic, 10% Polyamide.",£18.00,Bershka bardot zip front jumper in white
"Main: 80% Acrylic, 20% Polyester.",£18.00,ASOS DESIGN button through crew neck cardigan in stripe
"Main: 95% Polyester, 5% Wool.",£18.00,Topshop knitted oversized roll neck jumper in stone
"Main: 51% Polyester, 49% Acrylic.",£18.00,ASOS DESIGN Tall crew neck chunky rib jumper in dark red 
"Main: 70% Viscose, 30% Polyamide.",£18.00,Bershka high neck cropped jumper in black
"Main: 83% Viscose, 17% Polyester.",£18.00,Stradivarius high neck knitted top in oatmeal
,£18.00,
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£18.00,Object long sleeve roll neck knitted top in oatmeal
"Main: 71% Acrylic, 27% Polyester, 2% Spandex.",£18.00,Threadbare Chloe turtle neck jumper in neutral ombre 
"Main: 80% Viscose, 20% Nylon.",£18.00,Threadbare Tall Ellie split sleeve jumper in black
Main: 100% Cotton.,£18.00,Threadbare Etta chunky roll neck jumper in deep red
"Main: 55% Polyester, 25% Acrylic, 18% Polyamide, 2% Elastane.",£18.00,New Look crew neck jumper in mink
"Main: 60% Polyester, 20% Acrylic, 20% Polyamide.",£18.00,Pull&Bear oversized knitted jumper in ecru
Body: 100% Acrylic.,£18.00,ASOS DESIGN blanket stitch cardigan in ivory
"Main: 50% Polyester, 40% Acrylic, 8% Nylon, 2% Spandex.",£18.00,Miss Selfridge boxy pocket detail cardigan in cream
Main: 100% Acrylic.,£18.00,Threadbare Chloe turtle neck jumper in hot pink
"Main: 46% Acrylic, 34% Polyester, 15% Nylon, 5% Wool.",£18.00,Topshop knitted cable crew jumper in stone
"Main: 78% Acrylic, 22% Polyester.",£18.00,ASOS DESIGN oversized jumper with crew neck in black 
"Main: 84% Polyester, 14% Acrylic, 2% Elastane.",£18.00,Topshop knitted funnel neck long line jumper in black
"Main: 50% Polyester, 35% Nylon, 15% Acrylic.",£18.00,ASOS DESIGN boxy jumper in rib with roll neck in black
Main: 100% Polyester.,£18.00,Noisy May open knit jumper in khaki
"Main: 70% Viscose, 30% Polyamide.",£18.00,Bershka high neck cropped jumper in white
"Main: 84% Polyester, 14% Acrylic, 2% Elastane.",£18.00,ASOS DESIGN fluffy crew neck jumper in grey
"Main: 89% Polyester, 11% Nylon.",£18.00,ASOS DESIGN jumper with scoop neck with rib bust detail in black 
"Main: 75% Polyester, 18% Nylon, 6% Wool, 1% Elastane.",£18.00,Topshop knitted crew neck jumper in grey
"Main: 96% Polyester, 4% Elastane.",£18.00,Pull&Bear crew neck soft knitted jumper in sand
"Main: 48% Polyester, 38% Nylon, 14% Acrylic.",£18.00,ASOS DESIGN boxy edge to edge cardigan in black
Main: 100% Acrylic.,£18.00,Stradivarius open knit jumper with flared sleeve in black
"Main: 83% Polyester, 10% Acrylic, 7% Nylon.",£18.00,Threadbare Harper crew neck cropped jumper in black and white
"Main: 65% Acrylic, 35% Polyester.",£18.00,Threadbare Garnet cable knit longline cardigan in chocolate brown
"Main: 79% Acrylic, 21% Polyester.",£18.00,Stradivarius cable knit jumper in beige
Main: 100% Acrylic.,£18.00,ASOS DESIGN oversized high neck jumper in pink
Main: 100% Acrylic.,£18.00,Threadbare Delilah roll neck oversized jumper in stripe
"Main: 70% Viscose, 30% Polyamide.",£18.00,Stradivarius high neck jumper in taupe & black stripe
Main: 100% Acrylic.,£18.00,Threadbare Maya crew neck oversized jumper in navy stripe
"Main: 50% Polyester, 35% Nylon, 15% Acrylic.",£18.00,ASOS DESIGN boxy jumper in rib with roll neck in cream
Body: 100% Acrylic.,£18.00,ASOS DESIGN cherry knit long sleeve jumper in ivory
"Main: 84% Acrylic, 10% Polyamide, 6% Polyester.",£18.00,ASOS DESIGN zip through cardigan with collar in black
"Main: 45% Polyester, 30% Acrylic, 25% Nylon.",£18.00,Topshop knitted fluffy roll neck jumper in oat
"Main: 84% Polyester, 14% Acrylic, 2% Elastane.",£18.00,ASOS DESIGN fluffy crew neck jumper in oatmeal
Main: 100% Acrylic.,£18.00,Brave Soul roll neck jumper with oversized cuff in black
Main: 100% Polyester.,£18.00,Threadbare Isabella high neck boucle jumper in black and white
"Main: 88% Polyester, 12% Polyamide.",£18.00,ASOS DESIGN high neck jumper in rib in cream
"Main: 58% Acrylic, 27% Polyester, 12% Nylon, 3% Wool.",£18.00,ASOS DESIGN wool blend oversized jumper with crew neck in oatmeal
"Main: 50% Polyester, 37% Nylon, 13% Acrylic.",£18.00,ASOS DESIGN longline jumper with high neck in charcoal stripe
Main: 100% Cotton.,£18.00,ASOS DESIGN Curve Christmas sweatshirt with glitter favourite jumper print in black
Main: 100% Acrylic.,£18.00,Threadbare Kinsley high neck oversized jumper in monochrome stripe
"Main: 66% Polyester, 34% Acrylic.",£18.00,Threadbare Lucie roll neck oversized jumper in off white
Main: 100% Acrylic.,£18.00,ASOS DESIGN blanket stitch cardigan in black
"Main: 75% Polyester, 21% Acrylic, 4% Elastane.",£18.00,Topshop knitted 3D cable funnel neck jumper in cream
"Main: 76% Polyester, 10% Acrylic, 8% Polyamide, 6% Elastane.",£18.00,Stradivarius chunky knit jumper in stone 
"Main: 73% Acrylic, 24% Polyamide, 3% Elastane.",£18.00,Threadbare Brick high neck oversized jumper in black
"Main: 50% Acrylic, 50% Polyester.",£18.00,ASOS DESIGN fluffy rib jumper with crew neck in black
"Main: 76% Polyester, 10% Acrylic, 8% Polyamide, 6% Elastane.",£18.00,Stradivarius roll neck chunky jumper in black 
"Main: 53% Polyester, 28% Acrylic, 19% Polyamide.",£18.00,Bershka chunky crew neck jumper in black & white stripe
"Main: 50% Polyester, 37% Nylon, 13% Acrylic.",£18.00,ASOS DESIGN longline jumper with high neck in cream and black stripe
"Main: 74% Acrylic, 20% Nylon, 6% Elastane.",£18.00,JDY knitted v neck jumper in brown melange
"Main: 53% Viscose, 30% Polyester, 17% Polyamide.",£18.00,Stradivarius soft touch jumper in ecru 
Body: 100% Acrylic.,£18.00,COLLUSION fine knit roll neck jumper in black
"Main: 51% Polyester, 43% Acrylic, 3% Elastane, 3% Wool.",£18.00,ASOS DESIGN boxy v neck jumper in rib in cream
"Main: 67% Acrylic, 26% Polyester, 5% Wool, 2% Elastane.",£18.00,ASOS DESIGN boxy crew neck jumper in black
"Main: 67% Acrylic, 26% Polyester, 5% Wool, 2% Elastane.",£18.00,ASOS DESIGN boxy crew neck jumper in cream
"Main: 56% Polyester, 44% Cotton.",£18.00,ASOS DESIGN super soft roll neck jumper with cuff detail in black
"Main: 75% Polyester, 18% Nylon, 6% Wool, 1% Elastane.",£18.00,Topshop knitted micro cardi in stone
"Main: 62% Polyester, 38% Polyamide.",£55.00,Pimkie roll neck ribbed cropped jumper in black
"Main: 48% Polyamide, 42% Polyester, 5% Elastane, 5% Wool.",£55.00,Weekday Ayla knitted jumper in navy melange
"Main: 68% Polyester, 23% Nylon, 8% Wool, 1% Elastane.",£55.00,ASOS DESIGN chunky oversized v neck jumper in brushed yarn in camel
Main: 100% Cotton.,£55.00,Topshop knitted acid wash ribbed jumper in black
"Main: 97% Polyester, 3% Elastane.",£55.00,JDY reversible jumper with lace trim in black
"Main: 52% Polyester, 41% Acrylic, 4% Wool, 3% Elastane.",£55.00,Monki high neck knitted jumper in blue and cream wavy stripe jacquard
"Main: 38% Viscose, 34% Polyester, 22% Polyamide, 6% Cashmere.",£55.00,Mango v-neck striped jumper in black
"Main: 75% Viscose, 25% Polyester.",£55.00,ASOS DESIGN sheer knitted crew neck top in white 
"Main: 55% Cotton, 45% Polyester.",£55.00,Stradivarius STR distressed open knit jumper in beige 
"Main: 38% Nylon, 33% Polyester, 21% Acrylic, 7% Wool, 1% Elastane.",£55.00,Topshop knitted plated boyfriend long line boucle cardigan in khaki
"Main: 80% Wool, 20% Polyamide.",£55.00,Barbour x ASOS exclusive roll neck fairisle knit jumper in navy
"Main: 99% Nylon, 1% Elastane.",£55.00,Bershka fluffy knit cardigan in sand
Main: 100% Acrylic.,£55.00,Wednesday's Girl fine knit jumper with stud detail in black
Body: 100% Acrylic.,£55.00,COLLUSION knitted cropped hoodie in grey
,£55.00,
Body: 100% Acrylic.,£55.00,Wednesday's Girl cropped boxy jumper in green cable knit
Body: 100% Cotton.,£55.00,COLLUSION knitted double edge zip track top in washed khaki
"Main: 97% Polyester, 3% Wool.",£55.00,Monki cropped knitted jumper in brown
Main: 100% Acrylic.,£55.00,Vila button through cable knit cardigan in cream
"Main: 63% Acrylic, 23% Polyester, 10% Wool, 4% Elastane.",£55.00,Pimkie oversized collar zip through jumper in red
"Main: 52% Alpaca, 45% Polyamide, 3% Elastane.",£55.00,& Other Stories alpaca wool relaxed jumper in light grey melange
Main: 100% Polyester.,£55.00,Only wide neck oversized sleeve jumper in cream
"Main: 80% Wool, 20% Polyamide.",£55.00,Barbour x ASOS exclusive roll neck fairisle knit jumper in oat
Main: 100% Acrylic.,£55.00,ASOS DESIGN crop jumper with crew neck in rib in stone
Main: 100% Polyester.,£55.00,Reclaimed Vintage fine knit off shoulder top with flute sleeves in black
"Main: 66% Viscose, 25% Polyester, 8% Polyamide, 1% Elastane.",£55.00,& Other Stories knitted jumper in black and white stripe
"Main: 43% Nylon, 37% Acrylic, 20% Polyester.",£55.00,Topshop knitted crop ovoid sleeve jumper in oat
"Main: 88% Acrylic, 12% Polyester.",£55.00,JDY lightweight v neck jumper in rust
"Main: 93% Acrylic, 7% Polyamide.",£55.00,Reclaimed Vintage black shrug cardigan in black
,£55.00,
"Main: 58% Cotton, 36% Acrylic, 6% Nylon.",£55.00,Hollister slim fit square neck jumper with flute sleeves in white
"Main: 58% Cotton, 36% Acrylic, 6% Nylon.",£55.00,Hollister slim fit square neck jumper with flute sleeves in pink
"Main: 95% Polyester, 5% Elastane.",£55.00,Vila cut out sleeve jumper in cream
Main: 100% Acrylic.,£55.00,Cotton:On oversized cardigan in camel
"Main: 60% Acrylic, 31% Polyester, 5% Wool, 4% Elastane.",£55.00,Pimkie soft ribbed roll neck jumper in charcoal grey
"Body: 97% Polyester, 3% Elastane.",£55.00,COLLUSION knitted ribbed bardot jumper with distressed details in black
"Main: 72% Polyamide, 18% Viscose, 10% Polyester.",£55.00,Mango crew neck jumper in orange
"Main: 90% Polyester, 8% Wool, 2% Elastane.",£55.00,Monki v neck knitted sweater in dark grey melange
Main: 100% Wool.,£55.00,Topshop premium knitted crew neck contrast seam jumper 100% lambswool jumper in grey
Main: 100% Acrylic.,£55.00,Noisy May pointelle wide neck jumper in cream
"Main: 64% Nylon, 36% Acrylic.",£55.00,Miss Selfridge super lash cardi with button detail in pink
"Main: 55% Merino wool, 45% Cotton.",£55.00,& Other Stories merino wool blend knitted chunky rib half zip sweater in taupe
,£55.00,
"Main: 85% Acrylic, 8% Polyamide, 7% Polyester.",£55.00,Only high neck zip detail jumper in cream and black stripe
Main: 100% Polyester.,£55.00,Weekday Blur long sleeve top in renaissance print
Main: 100% Cotton.,£55.00,Mango button down ribbed cardigan co-ord in ecru
"Main: 48% Polyamide, 42% Polyester, 5% Elastane, 5% Wool.",£55.00,Weekday Annie knitted jumper in dark grey melange
"Main: 70% Wool, 27% Polyamide, 3% Elastane.",£55.00,& Other Stories wool roll neck oversize jumper in grey melange
"Main: 55% Acrylic, 20% Polyester, 19% Polyamide, 5% Wool, 1% Elastane.",£55.00,ASOS DESIGN knitted top with asymmetric neckline in stripe
"Main: 70% Viscose, 30% Polyamide.",£55.00,Bershka high neck contrast trim cropped jumper in beige
"Main: 30% Polyester, 20% Alpaca, 20% Acrylic, 15% Nylon, 15% Wool.",£55.00,Topshop premium knitted alpaca blend boucle jumper in cream
"Main: 93% Polyester, 5% Wool, 2% Elastane.",£55.00,Miss Selfridge chunky soft knit roll neck in pale grey marl 
Fabric: 100% Polyester.,£55.00,4th & Reckless Plus exclusive metallic cable knit jumper in silver
"Main: 70% Polyamide, 30% Metallised fibres.",£55.00,Bershka knitted asymetric hem jumper co-ord in black glitter
"Main: 45% Acrylic, 40% Polyester, 10% Nylon, 5% Wool.",£55.00,Noisy May fluffy knitted jumper in green and cream stripe
"Main: 57% Cotton, 37% Acrylic, 6% Nylon.",£55.00,Hollister slouchy cardigan in black
"Main: 90% Polyester, 8% Wool, 2% Elastane.",£55.00, Monki long sleeve collar knitted sweater in chocolate brown
"Main: 60% Acrylic, 40% Polyester.",£55.00,ASOS DESIGN high v neck jumper in textured yarn in butter yellow
Main: 100% Acrylic.,£55.00,Topshop knitted stripe placement funnel jumper in cream
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£55.00,Object v neck knitted polo jumper in fossil beige melange
"Main: 50% Polyester, 45% Cotton, 5% Wool.",£55.00,Weekday Grace half zip jumper in green stripe
"Main: 70% Viscose, 30% Nylon.",£55.00,River Island crew neck fine knit top in cream
"Main: 83% Acrylic, 11% Polyester, 6% Wool.",£55.00,Topshop knitted crew neck fluffy spot jumper in neutral
,£55.00,
"Main: 68% Acrylic, 31% Polyester, 1% Elastane.",£55.00,Miss Selfridge funnel neck tassle hem jumper in chocolate 
Main: 100% Cotton.,£55.00,Weekday Unisex Fabian sweater in slate blue exclusive to ASOS
"Main: 52% Polyester, 43% Acrylic, 5% Elastane.",£55.00,ASOS DESIGN neat fit crew neck jumper in black
"Main: 74% Acrylic, 24% Polyester, 2% Elastane.",£24.00,Only v neck jumper in stone marl
"Main: 38% Nylon, 33% Polyester, 21% Acrylic, 7% Wool, 1% Elastane.",£24.00,Topshop knitted plated boyfriend long line boucle cardigan in stone
"Main: 71% Cotton, 29% Nylon.",£55.00,Stradivarius knit zip side jumper in grey
,£24.00,
"Main: 75% Polyester, 17% Acrylic, 8% Polyamide, Main 2: 72% Polyester, 19% Acrylic, 9% Polyamide, Main 3: 81% Acrylic, 19% Wool.",£24.00,Urban Revivo striped tassel poncho in brown
"Main: 35% Polyester, 31% Mohair, 31% Wool, 3% Elastane.",£24.00,& Other Stories premium knit wool blend fluffy yarn jumper in beige
"Main: 39% Wool, 30% Mohair, 29% Polyester, 2% Elastane.",£24.00,& Other Stories premium knit wool blend relaxed jumper with v neck in  grey melange
"Main: 57% Acrylic, 41% Polyester, 2% Wool.",£24.00,JDY round neck jumper in oatmeal
Main: 100% Cotton.,£24.00,Threadbare Etta chunky roll neck jumper in lilac
"Main: 84% Polyester, 14% Acrylic, 2% Elastane.",£24.00,ASOS DESIGN fluffy crew neck jumper in green
Body: 100% Polyester.,£24.00,COLLUSION knitted crew neck jumper in black
"Main: 81% Acrylic, 19% Polyester.",£24.00,Only colourblock jumper in animal print
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£24.00,Only light knit cardigan in black
Main: 100% Acrylic.,£24.00,COLLUSION Unisex knitted jacquard branded oversized jumper in black
Main: 100% Polyamide.,£24.00,Fashionkilla fine knit fitted top in cream
"Main: 52% Polyester, 38% Acrylic, 8% Wool, 2% Elastane.",£24.00,& Other Stories wrap cardigan in light brown melange exclusive to ASOS
"Main: 60% Cotton, 40% Acrylic.",£24.00,Only ribbed knit jumper in cream and black stripe
"Main: 72% Acrylic, 28% Polyester.",£24.00,Topshop knitted multi stitch jumper in mono 
"Main: 82% Polyester, 15% Acrylic, 3% Elastane.",£24.00,Pieces high neck jumper in black
"Main: 98% Polyester, 2% Elastane.",£24.00,ASOS DESIGN open knit textured shrug cardigan in khaki
"Main: 60% Cotton, 20% Acrylic, 16% Polyester, 4% Elastane.",£24.00,Hollister slim turtleneck jumper in black
"Main: 70% Polyester, 20% Acrylic, 10% Nylon.",£24.00,ASOS DESIGN cable cardigan in cream
"Main: 74% Acrylic, 24% Nylon, 2% Elastane.",£24.00,Miss Selfridge funnel neck open back tie jumper in cream 
"Main: 76% Acrylic, 21% Polyamide, 3% Elastane.",£24.00,ASOS DESIGN wrap front jumper in rib in cream
"Main: 52% Alpaca, 45% Polyamide, 3% Elastane.",£24.00,& Other Stories alpaca relaxed jumper in dark grey melange
,£24.00,
"Main: 60% Acrylic, 40% Polyester.",£24.00,ASOS DESIGN oversized jumper with collar detail in cream
Main: 100% Polyester.,£24.00,Wednesday's Girl fitted rib jumper with fluffy cuffs in black
Body: 100% Acrylic.,£24.00,COLLUSION boxy cardigan in fluffy yarn in yellow
"Main: 83% Acrylic, 11% Polyester, 6% Wool.",£24.00,Topshop knitted zebra print fluffy jumper in orange
Main: 100% Wool.,£24.00,& Other Stories wool high neck oversize jumper in white
"Main: 48% Polyamide, 42% Polyester, 5% Elastane, 5% Wool.",£24.00,Weekday Annie knitted jumper in mole melange
"Main: 78% Acrylic, 22% Polyester.",£24.00,ASOS DESIGN oversized jumper with crew neck in stripe 
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£24.00,Vila high neck super soft jumper in black mono stripe
"Body: 62% Polyamide, 38% Acrylic.",£24.00,Reclaimed Vintage fluffy knitted shrug in black
Main: 100% Acrylic.,£24.00,Miss Selfridge slouchy varsity knitted jumper
"Body: 60% Cotton, 40% Acrylic.",£24.00,COLLUSION cropped distressed nibbled hem jumper in stone
"Main: 80% Acrylic, 20% Polyester.",£24.00,Stradivarius chunky high neck jumper in 2 tone stripe in grey
"Main: 52% Polyester, 38% Acrylic, 8% Wool, 2% Elastane.",£24.00,& Other Stories mock neck jumper in grey
"Main: 70% Polyester, 20% Acrylic, 10% Nylon.",£24.00,Topshop hand knitted chunky cable jumper in stone
,£24.00,
"Main: 52% Polyester, 41% Acrylic, 4% Wool, 3% Elastane.",£24.00,Vero Moda high neck jumper with wide sleeve in cream
"Main: 52% Polyester, 48% Cotton.",£24.00,Bershka quarter zip oversized jumper in black & white stripe
"Main: 70% Acrylic, 27% Nylon, 3% Elastane.",£24.00,Vero Moda lightweight v neck knitted jumper in pink 
Main: 100% Polyester.,£24.00,Vila cable knit jumper with puff sleeves in cream
"Main: 50% Acrylic, 50% Polyester.",£24.00,ASOS DESIGN Tall fluffy rib jumper with crew neck in black 
